regulon,hallmark,linScore,wangScore,jiangScore
1077,Evading_Apoptosis,0.841,0.626,0.871
1077,Limitless_Replicative_Potential,1,1,1
1077,Sustained_Angiogenesis,0.902,0.639,0.887
1077,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
1077,Genome_Instability_And_Mutation,1,1,1
1077,Tumor_Promoting_Inflammation,1,1,1
1077,Reprogramming_Energy_Metabolism,1,1,1
1077,Evading_ImmuneDetection,0.82,0.768,0.848
1078,Self_Sufficiency_In_Growth_Signals,0.807,0.85,0.806
1078,Insensitivity_To_Antigrowth_Signals,0.741,0.847,0.756
1078,Evading_Apoptosis,0.76,0.467,0.811
1078,Limitless_Replicative_Potential,0.535,0.408,0.572
1078,Sustained_Angiogenesis,0.791,0.701,0.792
1078,Tissue_Invasion_And_Metastasis,1,1,1
1078,Genome_Instability_And_Mutation,0.727,0.458,0.731
1078,Tumor_Promoting_Inflammation,0.541,0.396,0.619
1078,Reprogramming_Energy_Metabolism,1,1,1
1078,Evading_ImmuneDetection,0.541,0.406,0.619
1079,Self_Sufficiency_In_Growth_Signals,1,1,1
1079,Insensitivity_To_Antigrowth_Signals,1,1,1
1079,Evading_Apoptosis,0.841,0.728,0.871
1079,Limitless_Replicative_Potential,1,1,1
1079,Sustained_Angiogenesis,0.777,0.659,0.771
1079,Tissue_Invasion_And_Metastasis,0.932,0.831,0.942
1079,Genome_Instability_And_Mutation,1,1,1
1079,Tumor_Promoting_Inflammation,0.729,0.491,0.742
1079,Reprogramming_Energy_Metabolism,1,1,1
1079,Evading_ImmuneDetection,0.728,0.63,0.794
1080,Self_Sufficiency_In_Growth_Signals,0.802,0.674,0.848
1080,Insensitivity_To_Antigrowth_Signals,0.783,0.519,0.796
1080,Evading_Apoptosis,0.466,0.467,0.52
1080,Limitless_Replicative_Potential,0.942,0.756,0.94
1080,Sustained_Angiogenesis,0.738,0.574,0.753
1080,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
1080,Genome_Instability_And_Mutation,1,1,1
1080,Tumor_Promoting_Inflammation,0.926,0.666,0.925
1080,Reprogramming_Energy_Metabolism,0.567,0.342,0.551
1080,Evading_ImmuneDetection,0.926,0.666,0.925
1081,Self_Sufficiency_In_Growth_Signals,0.577,0.543,0.566
1081,Insensitivity_To_Antigrowth_Signals,0.583,0.49,0.573
1081,Evading_Apoptosis,0.233,0.467,0.379
1081,Limitless_Replicative_Potential,0.797,0.55,0.772
1081,Sustained_Angiogenesis,0.791,0.488,0.792
1081,Tissue_Invasion_And_Metastasis,0.953,0.831,0.956
1081,Genome_Instability_And_Mutation,0.586,0.66,0.653
1081,Tumor_Promoting_Inflammation,0.953,0.841,0.956
1081,Reprogramming_Energy_Metabolism,1,1,1
1081,Evading_ImmuneDetection,0.728,0.723,0.794
1082,Self_Sufficiency_In_Growth_Signals,0.839,0.915,0.853
1082,Insensitivity_To_Antigrowth_Signals,0.792,0.915,0.816
1082,Evading_Apoptosis,0.841,0.828,0.871
1082,Limitless_Replicative_Potential,1,1,1
1082,Sustained_Angiogenesis,0.902,0.701,0.864
1082,Tissue_Invasion_And_Metastasis,1,1,1
1082,Genome_Instability_And_Mutation,1,1,1
1082,Tumor_Promoting_Inflammation,1,1,1
1082,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1082,Evading_ImmuneDetection,0.882,0.768,0.907
1083,Self_Sufficiency_In_Growth_Signals,1,1,1
1083,Insensitivity_To_Antigrowth_Signals,0.853,0.915,0.857
1083,Evading_Apoptosis,0.607,0.812,0.612
1083,Limitless_Replicative_Potential,1,1,1
1083,Sustained_Angiogenesis,0.738,0.666,0.753
1083,Tissue_Invasion_And_Metastasis,0.924,0.647,0.937
1083,Genome_Instability_And_Mutation,0.711,0.519,0.708
1083,Tumor_Promoting_Inflammation,1,1,1
1083,Reprogramming_Energy_Metabolism,0.706,0.585,0.688
1083,Evading_ImmuneDetection,1,1,1
1084,Self_Sufficiency_In_Growth_Signals,0.657,0.62,0.724
1084,Insensitivity_To_Antigrowth_Signals,0.812,0.752,0.839
1084,Evading_Apoptosis,0.869,0.611,0.882
1084,Limitless_Replicative_Potential,1,1,1
1084,Sustained_Angiogenesis,0.834,0.549,0.851
1084,Tissue_Invasion_And_Metastasis,0.59,0.433,0.644
1084,Genome_Instability_And_Mutation,0.69,0.618,0.693
1084,Tumor_Promoting_Inflammation,0.857,0.567,0.875
1084,Reprogramming_Energy_Metabolism,0.732,0.408,0.726
1084,Evading_ImmuneDetection,0.847,0.546,0.875
1085,Self_Sufficiency_In_Growth_Signals,0.73,0.915,0.754
1085,Insensitivity_To_Antigrowth_Signals,0.812,0.915,0.839
1085,Evading_Apoptosis,0.869,0.689,0.882
1085,Limitless_Replicative_Potential,0.896,0.756,0.889
1085,Sustained_Angiogenesis,1,1,1
1085,Tissue_Invasion_And_Metastasis,1,1,1
1085,Genome_Instability_And_Mutation,0.839,0.708,0.84
1085,Tumor_Promoting_Inflammation,0.857,0.582,0.875
1085,Reprogramming_Energy_Metabolism,0.774,0.585,0.767
1085,Evading_ImmuneDetection,0.914,0.86,0.922
1086,Self_Sufficiency_In_Growth_Signals,0.842,0.85,0.851
1086,Insensitivity_To_Antigrowth_Signals,0.978,0.847,0.977
1086,Evading_Apoptosis,0.841,0.812,0.871
1086,Limitless_Replicative_Potential,1,1,1
1086,Sustained_Angiogenesis,0.834,0.701,0.851
1086,Tissue_Invasion_And_Metastasis,1,1,1
1086,Genome_Instability_And_Mutation,0.79,0.66,0.781
1086,Tumor_Promoting_Inflammation,1,1,1
1086,Reprogramming_Energy_Metabolism,0.921,0.604,0.912
1086,Evading_ImmuneDetection,1,1,1
1087,Self_Sufficiency_In_Growth_Signals,0.966,0.85,0.963
1087,Insensitivity_To_Antigrowth_Signals,0.85,0.847,0.842
1087,Evading_Apoptosis,0.718,0.701,0.731
1087,Limitless_Replicative_Potential,0.64,0.564,0.574
1087,Sustained_Angiogenesis,1,1,1
1087,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
1087,Genome_Instability_And_Mutation,0.691,0.573,0.738
1087,Tumor_Promoting_Inflammation,0.757,0.84,0.765
1087,Reprogramming_Energy_Metabolism,1,1,1
1087,Evading_ImmuneDetection,0.744,0.84,0.81
1088,Self_Sufficiency_In_Growth_Signals,0.602,0.915,0.704
1088,Insensitivity_To_Antigrowth_Signals,0.768,0.915,0.806
1088,Evading_Apoptosis,0.442,0.357,0.539
1088,Limitless_Replicative_Potential,0.56,0.53,0.531
1088,Sustained_Angiogenesis,0.791,0.549,0.792
1088,Tissue_Invasion_And_Metastasis,0.938,0.825,0.947
1088,Genome_Instability_And_Mutation,0.69,0.559,0.693
1088,Tumor_Promoting_Inflammation,1,1,1
1088,Reprogramming_Energy_Metabolism,1,1,1
1088,Evading_ImmuneDetection,0.888,0.768,0.895
1089,Self_Sufficiency_In_Growth_Signals,1,1,1
1089,Insensitivity_To_Antigrowth_Signals,1,1,1
1089,Evading_Apoptosis,0.841,0.519,0.871
1089,Limitless_Replicative_Potential,0.583,0.55,0.573
1089,Sustained_Angiogenesis,0.5,0.572,0.496
1089,Tissue_Invasion_And_Metastasis,0.932,0.813,0.942
1089,Genome_Instability_And_Mutation,1,1,1
1089,Tumor_Promoting_Inflammation,1,1,1
1089,Reprogramming_Energy_Metabolism,1,1,1
1089,Evading_ImmuneDetection,1,1,1
1090,Self_Sufficiency_In_Growth_Signals,0.842,0.915,0.847
1090,Insensitivity_To_Antigrowth_Signals,0.85,0.915,0.842
1090,Evading_Apoptosis,0.869,0.828,0.882
1090,Limitless_Replicative_Potential,0.59,0.601,0.54
1090,Sustained_Angiogenesis,1,1,1
1090,Tissue_Invasion_And_Metastasis,1,1,1
1090,Genome_Instability_And_Mutation,0.963,0.55,0.963
1090,Tumor_Promoting_Inflammation,1,1,1
1090,Reprogramming_Energy_Metabolism,0.58,0.643,0.543
1090,Evading_ImmuneDetection,1,1,1
1091,Self_Sufficiency_In_Growth_Signals,1,1,1
1091,Insensitivity_To_Antigrowth_Signals,0.779,0.847,0.806
1091,Evading_Apoptosis,0.841,0.728,0.871
1091,Limitless_Replicative_Potential,1,1,1
1091,Sustained_Angiogenesis,1,1,1
1091,Tissue_Invasion_And_Metastasis,0.953,0.662,0.956
1091,Genome_Instability_And_Mutation,0.908,0.833,0.919
1091,Tumor_Promoting_Inflammation,1,1,1
1091,Reprogramming_Energy_Metabolism,0.687,0.375,0.68
1091,Evading_ImmuneDetection,1,1,1
1092,Self_Sufficiency_In_Growth_Signals,0.831,0.847,0.834
1092,Insensitivity_To_Antigrowth_Signals,0.761,0.847,0.763
1092,Evading_Apoptosis,0.448,0.367,0.485
1092,Limitless_Replicative_Potential,0.676,0.564,0.688
1092,Sustained_Angiogenesis,0.877,0.643,0.887
1092,Tissue_Invasion_And_Metastasis,0.947,0.88,0.955
1092,Genome_Instability_And_Mutation,0.909,0.703,0.895
1092,Tumor_Promoting_Inflammation,1,1,1
1092,Reprogramming_Energy_Metabolism,0.667,0.643,0.654
1092,Evading_ImmuneDetection,0.666,0.529,0.723
1093,Self_Sufficiency_In_Growth_Signals,1,1,1
1093,Insensitivity_To_Antigrowth_Signals,0.932,0.915,0.93
1093,Evading_Apoptosis,0.695,0.689,0.736
1093,Limitless_Replicative_Potential,0.752,0.673,0.738
1093,Sustained_Angiogenesis,0.998,0.714,0.998
1093,Tissue_Invasion_And_Metastasis,1,1,1
1093,Genome_Instability_And_Mutation,0.815,0.833,0.819
1093,Tumor_Promoting_Inflammation,1,1,1
1093,Reprogramming_Energy_Metabolism,0.809,0.468,0.799
1093,Evading_ImmuneDetection,1,1,1
1094,Self_Sufficiency_In_Growth_Signals,0.779,0.915,0.77
1094,Insensitivity_To_Antigrowth_Signals,0.812,0.915,0.839
1094,Evading_Apoptosis,0.869,0.611,0.882
1094,Limitless_Replicative_Potential,0.685,0.635,0.701
1094,Sustained_Angiogenesis,0.743,0.566,0.771
1094,Tissue_Invasion_And_Metastasis,0.667,0.605,0.672
1094,Genome_Instability_And_Mutation,0.914,0.932,0.925
1094,Tumor_Promoting_Inflammation,0.548,0.31,0.63
1094,Reprogramming_Energy_Metabolism,0.677,0.342,0.642
1094,Evading_ImmuneDetection,0.548,0.406,0.63
1095,Self_Sufficiency_In_Growth_Signals,0.842,0.847,0.849
1095,Insensitivity_To_Antigrowth_Signals,1,1,1
1095,Evading_Apoptosis,0.841,0.728,0.871
1095,Limitless_Replicative_Potential,0.55,0.498,0.519
1095,Sustained_Angiogenesis,1,1,1
1095,Tissue_Invasion_And_Metastasis,1,1,1
1095,Genome_Instability_And_Mutation,0.91,0.835,0.909
1095,Tumor_Promoting_Inflammation,1,1,1
1095,Reprogramming_Energy_Metabolism,0.995,0.678,0.994
1095,Evading_ImmuneDetection,0.882,0.746,0.907
1096,Self_Sufficiency_In_Growth_Signals,0.723,0.847,0.745
1096,Insensitivity_To_Antigrowth_Signals,0.609,0.847,0.658
1096,Evading_Apoptosis,0.726,0.467,0.715
1096,Limitless_Replicative_Potential,0.676,0.605,0.688
1096,Sustained_Angiogenesis,0.492,0.58,0.413
1096,Tissue_Invasion_And_Metastasis,0.482,0.527,0.583
1096,Genome_Instability_And_Mutation,0.866,0.747,0.852
1096,Tumor_Promoting_Inflammation,0.648,0.513,0.63
1096,Reprogramming_Energy_Metabolism,0.732,0.585,0.726
1096,Evading_ImmuneDetection,0.502,0.456,0.555
1097,Self_Sufficiency_In_Growth_Signals,0.422,0.543,0.579
1097,Insensitivity_To_Antigrowth_Signals,0.422,0.3,0.579
1097,Evading_Apoptosis,0.088,0.428,0.322
1097,Limitless_Replicative_Potential,0.528,0.436,0.475
1097,Sustained_Angiogenesis,0.436,0.282,0.262
1097,Tissue_Invasion_And_Metastasis,0.555,0.543,0.589
1097,Genome_Instability_And_Mutation,0.625,0.463,0.648
1097,Tumor_Promoting_Inflammation,0.519,0.401,0.546
1097,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1097,Evading_ImmuneDetection,0.301,0.469,0.46
1098,Self_Sufficiency_In_Growth_Signals,1,1,1
1098,Insensitivity_To_Antigrowth_Signals,1,1,1
1098,Evading_Apoptosis,0.869,0.751,0.882
1098,Limitless_Replicative_Potential,1,1,1
1098,Sustained_Angiogenesis,0.748,0.701,0.771
1098,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
1098,Genome_Instability_And_Mutation,1,1,1
1098,Tumor_Promoting_Inflammation,0.882,0.768,0.907
1098,Reprogramming_Energy_Metabolism,0.927,0.604,0.919
1098,Evading_ImmuneDetection,0.882,0.768,0.907
1099,Self_Sufficiency_In_Growth_Signals,1,1,1
1099,Insensitivity_To_Antigrowth_Signals,1,1,1
1099,Evading_Apoptosis,0.651,0.728,0.678
1099,Limitless_Replicative_Potential,0.896,0.756,0.889
1099,Sustained_Angiogenesis,1,1,1
1099,Tissue_Invasion_And_Metastasis,1,1,1
1099,Genome_Instability_And_Mutation,0.91,0.835,0.909
1099,Tumor_Promoting_Inflammation,1,1,1
1099,Reprogramming_Energy_Metabolism,1,1,1
1099,Evading_ImmuneDetection,0.914,0.86,0.922
1100,Self_Sufficiency_In_Growth_Signals,0.839,0.847,0.853
1100,Insensitivity_To_Antigrowth_Signals,0.756,0.915,0.793
1100,Evading_Apoptosis,0.799,0.812,0.833
1100,Limitless_Replicative_Potential,0.797,0.55,0.772
1100,Sustained_Angiogenesis,0.891,0.918,0.895
1100,Tissue_Invasion_And_Metastasis,1,1,1
1100,Genome_Instability_And_Mutation,0.866,0.665,0.852
1100,Tumor_Promoting_Inflammation,1,1,1
1100,Reprogramming_Energy_Metabolism,0.706,0.585,0.688
1100,Evading_ImmuneDetection,0.914,0.86,0.922
1101,Self_Sufficiency_In_Growth_Signals,1,1,1
1101,Insensitivity_To_Antigrowth_Signals,1,1,1
1101,Evading_Apoptosis,0.826,0.751,0.841
1101,Limitless_Replicative_Potential,0.896,0.756,0.889
1101,Sustained_Angiogenesis,1,1,1
1101,Tissue_Invasion_And_Metastasis,1,1,1
1101,Genome_Instability_And_Mutation,0.91,0.835,0.909
1101,Tumor_Promoting_Inflammation,1,1,1
1101,Reprogramming_Energy_Metabolism,1,1,1
1101,Evading_ImmuneDetection,0.882,0.746,0.907
1102,Self_Sufficiency_In_Growth_Signals,1,1,1
1102,Insensitivity_To_Antigrowth_Signals,1,1,1
1102,Evading_Apoptosis,0.869,0.828,0.882
1102,Limitless_Replicative_Potential,0.896,0.756,0.889
1102,Sustained_Angiogenesis,1,1,1
1102,Tissue_Invasion_And_Metastasis,1,1,1
1102,Genome_Instability_And_Mutation,0.946,0.835,0.943
1102,Tumor_Promoting_Inflammation,1,1,1
1102,Reprogramming_Energy_Metabolism,1,1,1
1102,Evading_ImmuneDetection,1,1,1
1103,Self_Sufficiency_In_Growth_Signals,1,1,1
1103,Insensitivity_To_Antigrowth_Signals,0.978,0.915,0.977
1103,Evading_Apoptosis,0.759,0.605,0.814
1103,Limitless_Replicative_Potential,0.716,0.635,0.712
1103,Sustained_Angiogenesis,0.94,0.735,0.948
1103,Tissue_Invasion_And_Metastasis,1,1,1
1103,Genome_Instability_And_Mutation,0.914,0.932,0.925
1103,Tumor_Promoting_Inflammation,1,1,1
1103,Reprogramming_Energy_Metabolism,1,1,1
1103,Evading_ImmuneDetection,1,1,1
1104,Self_Sufficiency_In_Growth_Signals,1,1,1
1104,Insensitivity_To_Antigrowth_Signals,1,1,1
1104,Evading_Apoptosis,0.826,0.751,0.841
1104,Limitless_Replicative_Potential,1,1,1
1104,Sustained_Angiogenesis,0.93,0.701,0.939
1104,Tissue_Invasion_And_Metastasis,1,1,1
1104,Genome_Instability_And_Mutation,0.91,0.835,0.909
1104,Tumor_Promoting_Inflammation,1,1,1
1104,Reprogramming_Energy_Metabolism,0.984,0.87,0.983
1104,Evading_ImmuneDetection,1,1,1
1105,Self_Sufficiency_In_Growth_Signals,0.806,0.788,0.851
1105,Insensitivity_To_Antigrowth_Signals,0.841,0.841,0.844
1105,Evading_Apoptosis,0.494,0.467,0.572
1105,Limitless_Replicative_Potential,1,1,1
1105,Sustained_Angiogenesis,0.626,0.587,0.645
1105,Tissue_Invasion_And_Metastasis,1,1,1
1105,Genome_Instability_And_Mutation,1,1,1
1105,Tumor_Promoting_Inflammation,0.882,0.746,0.907
1105,Reprogramming_Energy_Metabolism,0.579,0.342,0.551
1105,Evading_ImmuneDetection,0.882,0.746,0.907
1106,Self_Sufficiency_In_Growth_Signals,1,1,1
1106,Insensitivity_To_Antigrowth_Signals,0.837,0.847,0.812
1106,Evading_Apoptosis,0.756,0.828,0.749
1106,Limitless_Replicative_Potential,1,1,1
1106,Sustained_Angiogenesis,0.701,0.666,0.716
1106,Tissue_Invasion_And_Metastasis,1,1,1
1106,Genome_Instability_And_Mutation,0.839,0.656,0.84
1106,Tumor_Promoting_Inflammation,0.985,0.82,0.984
1106,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
1106,Evading_ImmuneDetection,0.667,0.723,0.576
1107,Self_Sufficiency_In_Growth_Signals,0.943,0.847,0.933
1107,Insensitivity_To_Antigrowth_Signals,1,1,1
1107,Evading_Apoptosis,0.826,0.828,0.841
1107,Limitless_Replicative_Potential,0.533,0.55,0.562
1107,Sustained_Angiogenesis,0.791,0.58,0.792
1107,Tissue_Invasion_And_Metastasis,0.932,0.813,0.942
1107,Genome_Instability_And_Mutation,1,1,1
1107,Tumor_Promoting_Inflammation,1,1,1
1107,Reprogramming_Energy_Metabolism,1,1,1
1107,Evading_ImmuneDetection,1,1,1
1108,Self_Sufficiency_In_Growth_Signals,0.579,0.847,0.655
1108,Insensitivity_To_Antigrowth_Signals,0.682,0.864,0.693
1108,Evading_Apoptosis,0.481,0.467,0.55
1108,Limitless_Replicative_Potential,0.711,0.601,0.705
1108,Sustained_Angiogenesis,0.791,0.585,0.792
1108,Tissue_Invasion_And_Metastasis,1,1,1
1108,Genome_Instability_And_Mutation,0.963,0.66,0.963
1108,Tumor_Promoting_Inflammation,0.726,0.381,0.742
1108,Reprogramming_Energy_Metabolism,1,1,1
1108,Evading_ImmuneDetection,0.914,0.86,0.922
1109,Self_Sufficiency_In_Growth_Signals,0.749,0.915,0.793
1109,Insensitivity_To_Antigrowth_Signals,0.812,0.915,0.839
1109,Evading_Apoptosis,0.869,0.728,0.882
1109,Limitless_Replicative_Potential,1,1,1
1109,Sustained_Angiogenesis,0.696,0.701,0.742
1109,Tissue_Invasion_And_Metastasis,0.766,0.886,0.798
1109,Genome_Instability_And_Mutation,1,1,1
1109,Tumor_Promoting_Inflammation,0.857,0.768,0.875
1109,Reprogramming_Energy_Metabolism,1,1,1
1109,Evading_ImmuneDetection,0.847,0.768,0.875
1110,Self_Sufficiency_In_Growth_Signals,1,1,1
1110,Insensitivity_To_Antigrowth_Signals,1,1,1
1110,Evading_Apoptosis,0.869,0.611,0.882
1110,Limitless_Replicative_Potential,1,1,1
1110,Sustained_Angiogenesis,0.777,0.662,0.753
1110,Tissue_Invasion_And_Metastasis,0.85,0.831,0.883
1110,Genome_Instability_And_Mutation,1,1,1
1110,Tumor_Promoting_Inflammation,0.734,0.559,0.787
1110,Reprogramming_Energy_Metabolism,0.774,0.492,0.767
1110,Evading_ImmuneDetection,0.734,0.723,0.787
1111,Self_Sufficiency_In_Growth_Signals,1,1,1
1111,Insensitivity_To_Antigrowth_Signals,1,1,1
1111,Evading_Apoptosis,0.869,0.728,0.882
1111,Limitless_Replicative_Potential,1,1,1
1111,Sustained_Angiogenesis,0.777,0.659,0.771
1111,Tissue_Invasion_And_Metastasis,0.813,0.831,0.851
1111,Genome_Instability_And_Mutation,1,1,1
1111,Tumor_Promoting_Inflammation,0.729,0.491,0.742
1111,Reprogramming_Energy_Metabolism,1,1,1
1111,Evading_ImmuneDetection,0.728,0.63,0.794
1112,Self_Sufficiency_In_Growth_Signals,1,1,1
1112,Insensitivity_To_Antigrowth_Signals,0.932,0.847,0.93
1112,Evading_Apoptosis,0.826,0.644,0.841
1112,Limitless_Replicative_Potential,0.591,0.376,0.588
1112,Sustained_Angiogenesis,1,1,1
1112,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
1112,Genome_Instability_And_Mutation,0.539,0.437,0.584
1112,Tumor_Promoting_Inflammation,0.616,0.582,0.651
1112,Reprogramming_Energy_Metabolism,0.977,0.787,0.976
1112,Evading_ImmuneDetection,0.719,0.723,0.755
1113,Self_Sufficiency_In_Growth_Signals,0.804,0.744,0.849
1113,Insensitivity_To_Antigrowth_Signals,1,1,1
1113,Evading_Apoptosis,0.492,0.467,0.569
1113,Limitless_Replicative_Potential,0.942,0.756,0.94
1113,Sustained_Angiogenesis,0.738,0.574,0.753
1113,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
1113,Genome_Instability_And_Mutation,1,1,1
1113,Tumor_Promoting_Inflammation,0.926,0.666,0.925
1113,Reprogramming_Energy_Metabolism,0.732,0.342,0.726
1113,Evading_ImmuneDetection,0.926,0.666,0.925
1114,Self_Sufficiency_In_Growth_Signals,0.839,0.915,0.853
1114,Insensitivity_To_Antigrowth_Signals,0.738,0.915,0.765
1114,Evading_Apoptosis,0.841,0.701,0.871
1114,Limitless_Replicative_Potential,0.896,0.756,0.889
1114,Sustained_Angiogenesis,0.616,0.572,0.506
1114,Tissue_Invasion_And_Metastasis,0.947,0.877,0.955
1114,Genome_Instability_And_Mutation,0.866,0.665,0.852
1114,Tumor_Promoting_Inflammation,0.723,0.457,0.774
1114,Reprogramming_Energy_Metabolism,0.732,0.492,0.726
1114,Evading_ImmuneDetection,0.723,0.441,0.774
1115,Self_Sufficiency_In_Growth_Signals,1,1,1
1115,Insensitivity_To_Antigrowth_Signals,1,1,1
1115,Evading_Apoptosis,0.748,0.701,0.798
1115,Limitless_Replicative_Potential,0.942,0.756,0.94
1115,Sustained_Angiogenesis,0.738,0.574,0.753
1115,Tissue_Invasion_And_Metastasis,1,1,1
1115,Genome_Instability_And_Mutation,1,1,1
1115,Tumor_Promoting_Inflammation,1,1,1
1115,Reprogramming_Energy_Metabolism,1,1,1
1115,Evading_ImmuneDetection,1,1,1
1116,Self_Sufficiency_In_Growth_Signals,0.779,0.915,0.801
1116,Insensitivity_To_Antigrowth_Signals,0.792,0.915,0.816
1116,Evading_Apoptosis,0.826,0.751,0.841
1116,Limitless_Replicative_Potential,0.896,0.756,0.889
1116,Sustained_Angiogenesis,1,1,1
1116,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
1116,Genome_Instability_And_Mutation,0.963,0.932,0.963
1116,Tumor_Promoting_Inflammation,0.968,0.84,0.966
1116,Reprogramming_Energy_Metabolism,0.825,0.442,0.822
1116,Evading_ImmuneDetection,0.926,0.86,0.925
1117,Self_Sufficiency_In_Growth_Signals,0.719,0.587,0.759
1117,Insensitivity_To_Antigrowth_Signals,0.677,0.516,0.693
1117,Evading_Apoptosis,0.48,0.428,0.547
1117,Limitless_Replicative_Potential,1,1,1
1117,Sustained_Angiogenesis,0.405,0.259,0.454
1117,Tissue_Invasion_And_Metastasis,0.572,0.543,0.632
1117,Genome_Instability_And_Mutation,1,1,1
1117,Tumor_Promoting_Inflammation,0.726,0.378,0.742
1117,Reprogramming_Energy_Metabolism,0.732,0.342,0.726
1117,Evading_ImmuneDetection,0.691,0.591,0.719
1118,Self_Sufficiency_In_Growth_Signals,0.756,0.915,0.801
1118,Insensitivity_To_Antigrowth_Signals,0.812,0.915,0.839
1118,Evading_Apoptosis,0.869,0.751,0.882
1118,Limitless_Replicative_Potential,0.896,0.756,0.889
1118,Sustained_Angiogenesis,1,1,1
1118,Tissue_Invasion_And_Metastasis,0.817,0.662,0.853
1118,Genome_Instability_And_Mutation,0.963,0.932,0.963
1118,Tumor_Promoting_Inflammation,0.968,0.84,0.966
1118,Reprogramming_Energy_Metabolism,0.732,0.391,0.726
1118,Evading_ImmuneDetection,0.926,0.84,0.925
1119,Self_Sufficiency_In_Growth_Signals,1,1,1
1119,Insensitivity_To_Antigrowth_Signals,1,1,1
1119,Evading_Apoptosis,0.494,0.467,0.572
1119,Limitless_Replicative_Potential,0.817,0.554,0.821
1119,Sustained_Angiogenesis,0.877,0.732,0.887
1119,Tissue_Invasion_And_Metastasis,0.938,0.877,0.937
1119,Genome_Instability_And_Mutation,0.946,0.835,0.943
1119,Tumor_Promoting_Inflammation,1,1,1
1119,Reprogramming_Energy_Metabolism,0.706,0.585,0.688
1119,Evading_ImmuneDetection,0.914,0.86,0.922
1120,Self_Sufficiency_In_Growth_Signals,0.804,0.795,0.849
1120,Insensitivity_To_Antigrowth_Signals,1,1,1
1120,Evading_Apoptosis,0.756,0.828,0.747
1120,Limitless_Replicative_Potential,0.978,0.635,0.974
1120,Sustained_Angiogenesis,0.702,0.574,0.67
1120,Tissue_Invasion_And_Metastasis,0.561,0.543,0.615
1120,Genome_Instability_And_Mutation,1,1,1
1120,Tumor_Promoting_Inflammation,0.726,0.43,0.742
1120,Reprogramming_Energy_Metabolism,0.562,0.402,0.543
1120,Evading_ImmuneDetection,0.544,0.5,0.623
1121,Self_Sufficiency_In_Growth_Signals,0.804,0.602,0.849
1121,Insensitivity_To_Antigrowth_Signals,1,1,1
1121,Evading_Apoptosis,0.492,0.448,0.569
1121,Limitless_Replicative_Potential,0.711,0.614,0.705
1121,Sustained_Angiogenesis,0.374,0.255,0.297
1121,Tissue_Invasion_And_Metastasis,0.569,0.539,0.627
1121,Genome_Instability_And_Mutation,0.932,0.932,0.93
1121,Tumor_Promoting_Inflammation,0.453,0.388,0.467
1121,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
1121,Evading_ImmuneDetection,0.415,0.469,0.426
1122,Self_Sufficiency_In_Growth_Signals,1,1,1
1122,Insensitivity_To_Antigrowth_Signals,0.837,0.915,0.787
1122,Evading_Apoptosis,0.446,0.467,0.481
1122,Limitless_Replicative_Potential,0.591,0.45,0.588
1122,Sustained_Angiogenesis,0.7,0.666,0.701
1122,Tissue_Invasion_And_Metastasis,0.9,0.831,0.865
1122,Genome_Instability_And_Mutation,0.811,0.493,0.8
1122,Tumor_Promoting_Inflammation,0.821,0.466,0.848
1122,Reprogramming_Energy_Metabolism,0.672,0.643,0.654
1122,Evading_ImmuneDetection,0.821,0.63,0.848
1123,Self_Sufficiency_In_Growth_Signals,0.966,0.594,0.963
1123,Insensitivity_To_Antigrowth_Signals,0.85,0.472,0.842
1123,Evading_Apoptosis,0.404,0.428,0.384
1123,Limitless_Replicative_Potential,0.817,0.635,0.821
1123,Sustained_Angiogenesis,0.743,0.541,0.771
1123,Tissue_Invasion_And_Metastasis,0.743,0.642,0.773
1123,Genome_Instability_And_Mutation,0.914,0.932,0.925
1123,Tumor_Promoting_Inflammation,0.926,0.666,0.925
1123,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1123,Evading_ImmuneDetection,0.926,0.86,0.925
1124,Self_Sufficiency_In_Growth_Signals,1,1,1
1124,Insensitivity_To_Antigrowth_Signals,1,1,1
1124,Evading_Apoptosis,0.799,0.701,0.833
1124,Limitless_Replicative_Potential,0.723,0.55,0.677
1124,Sustained_Angiogenesis,1,1,1
1124,Tissue_Invasion_And_Metastasis,1,1,1
1124,Genome_Instability_And_Mutation,0.79,0.66,0.781
1124,Tumor_Promoting_Inflammation,1,1,1
1124,Reprogramming_Energy_Metabolism,0.58,0.402,0.554
1124,Evading_ImmuneDetection,1,1,1
1125,Self_Sufficiency_In_Growth_Signals,1,1,1
1125,Insensitivity_To_Antigrowth_Signals,1,1,1
1125,Evading_Apoptosis,0.869,0.828,0.882
1125,Limitless_Replicative_Potential,1,1,1
1125,Sustained_Angiogenesis,1,1,1
1125,Tissue_Invasion_And_Metastasis,1,1,1
1125,Genome_Instability_And_Mutation,1,1,1
