CMF_ID,CMFlow,Mutation,Pathway,MutationSymbol,RegulatorSymbol,Regulon,MutationEnsembl,RegulatorEnsembl,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned,Fraction_of_aligned_and_diff_exp_edges,number_downstream_regulons,number_differentially_expressed_regulons,CMFlowType
CMF-31503,EGF_RECEPTOR_SIGNALING_PATHWAY_up_IRF2_up_424,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,IRF2,424,ENSG00000138798,ENSG00000168310,1,1.9159132798162943,0.6305761837478454,4.321443278227655e-62,2.697810778498021,2.091463000845339,1,0.36,25,9,Mutated Pathway
CMF-31512,EGF_RECEPTOR_SIGNALING_PATHWAY_up_TP53_up_1776,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,TP53,1776,ENSG00000138798,ENSG00000141510,1,1.367375098618225,0.3461617634801988,7.164278224062914e-17,2.319739118403922,1.6540133619284494,1,0.4615384615384615,13,6,Mutated Pathway
CMF-31513,EGF_RECEPTOR_SIGNALING_PATHWAY_up_TP53_up_1773,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,TP53,1773,ENSG00000138798,ENSG00000141510,1,1.367375098618225,0.3451233232537328,8.976324065784575e-17,2.2731697966615423,1.602388996300494,1,0.4615384615384615,13,6,Mutated Pathway
CMF-31514,EGF_RECEPTOR_SIGNALING_PATHWAY_up_TP53_up_1778,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,TP53,1778,ENSG00000138798,ENSG00000141510,1,1.367375098618225,0.3570823395377968,6.353559353299427e-18,2.524526450975329,1.8871517731863907,1,0.4615384615384615,13,6,Mutated Pathway
CMF-31518,EGF_RECEPTOR_SIGNALING_PATHWAY_dn_NR1H4_dn_2344,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,NR1H4,2344,ENSG00000138798,ENSG00000012504,-1,1.9314298836229964,-0.236269125348259,2.1717255546010852e-8,2.1105435784878708,1.431193912327698,1,0.1666666666666666,6,1,Mutated Pathway
CMF-31522,EGF_RECEPTOR_SIGNALING_PATHWAY_up_ELF1_up_334,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,ELF1,334,ENSG00000138798,ENSG00000120690,1,1.352522319995498,0.5845918979494944,1.5342715639809988e-51,2.296852793312281,1.628145186407179,1,0.2083333333333333,24,5,Mutated Pathway
CMF-31526,EGF_RECEPTOR_SIGNALING_PATHWAY_dn_STAT4_dn_1144,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,STAT4,1144,ENSG00000138798,ENSG00000138378,-1,2.328992824812091,-0.1597978742200304,1.723781499611e-4,2.0153948878607526,1.3323248203666656,1,0.1875,16,3,Mutated Pathway
CMF-31533,EGF_RECEPTOR_SIGNALING_PATHWAY_up_TEAD3_up_2105,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,TEAD3,2105,ENSG00000138798,ENSG00000007866,1,2.5325666254676347,0.5335449881750819,1.214004678852307e-41,2.6284403607773608,2.012012337383883,1,0.1333333333333333,15,2,Mutated Pathway
CMF-31535,EGF_RECEPTOR_SIGNALING_PATHWAY_up_MEOX2_up_2196,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,MEOX2,2196,ENSG00000138798,ENSG00000106511,1,2.128897166660236,0.3865662833822511,5.647822511674906e-21,3.421447173057293,3.052439695122333,1,0.2142857142857142,14,3,Mutated Pathway
CMF-31537,EGF_RECEPTOR_SIGNALING_PATHWAY_up_MEOX2_up_2199,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,MEOX2,2199,ENSG00000138798,ENSG00000106511,1,2.128897166660236,0.3282088010817104,3.1429806977587704e-15,2.586068636835897,1.9568211742219208,1,0.2142857142857142,14,3,Mutated Pathway
CMF-31542,EGF_RECEPTOR_SIGNALING_PATHWAY_up_FOXC1_up_655,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,FOXC1,655,ENSG00000138798,ENSG00000054598,1,1.3335231809046977,0.4455768287168645,4.375383691115867e-28,2.924729344375248,2.3754385170378858,1,0.4,20,8,Mutated Pathway
CMF-31544,EGF_RECEPTOR_SIGNALING_PATHWAY_up_FOXC1_up_651,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,FOXC1,651,ENSG00000138798,ENSG00000054598,1,1.3335231809046977,0.4650293714297465,9.396365267908402e-31,2.867180943663705,2.3030225812379155,1,0.4,20,8,Mutated Pathway
CMF-31547,EGF_RECEPTOR_SIGNALING_PATHWAY_dn_PAX7_dn_3697,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,PAX7,3697,ENSG00000138798,ENSG00000009709,-1,3.09149869806192,-0.2463605130407882,5.087108580284498e-9,2.116092909414838,1.437616997879433,1,0.6666666666666666,3,2,Mutated Pathway
CMF-31558,EGF_RECEPTOR_SIGNALING_PATHWAY_up_STAT5A_up_2950,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,STAT5A,2950,ENSG00000138798,ENSG00000126561,1,3.0741481349871744,0.373704675066504,1.3227228291549273e-19,2.6222552695937003,2.000981307472492,1,0.3333333333333333,21,7,Mutated Pathway
CMF-31559,EGF_RECEPTOR_SIGNALING_PATHWAY_up_STAT5A_up_2940,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,STAT5A,2940,ENSG00000138798,ENSG00000126561,1,3.0741481349871744,0.5569341388555225,5.7705157060300484e-46,2.386912104095516,1.727038814235577,1,0.3333333333333333,21,7,Mutated Pathway
CMF-31561,EGF_RECEPTOR_SIGNALING_PATHWAY_up_STAT5A_up_2945,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,STAT5A,2945,ENSG00000138798,ENSG00000126561,1,3.0741481349871744,0.5468429441009107,4.657683886064093e-44,2.35468053830423,1.6936287790233804,1,0.3333333333333333,21,7,Mutated Pathway
CMF-31566,EGF_RECEPTOR_SIGNALING_PATHWAY_up_SP1_up_1376,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,SP1,1376,ENSG00000138798,ENSG00000185591,1,1.6926872368518069,0.1943324833159385,4.592792667883687e-6,2.281237453833516,1.6105826625065782,1,0.125,8,1,Mutated Pathway
CMF-31567,EGF_RECEPTOR_SIGNALING_PATHWAY_up_RFX2_up_2300,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,RFX2,2300,ENSG00000138798,ENSG00000087903,1,1.687245746648259,0.2657784980235655,2.5894787364280725e-10,2.0198718765693053,1.3380450218230655,1,0.3333333333333333,6,2,Mutated Pathway
CMF-31572,EGF_RECEPTOR_SIGNALING_PATHWAY_up_CEBPA_up_2596,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,CEBPA,2596,ENSG00000138798,ENSG00000245848,1,1.846670705199708,0.273132384466871,7.856468538618223e-11,1.989171511482061,1.3080003293472882,1,0.2857142857142857,21,6,Mutated Pathway
CMF-31573,EGF_RECEPTOR_SIGNALING_PATHWAY_up_CEBPA_up_2587,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,CEBPA,2587,ENSG00000138798,ENSG00000245848,1,1.846670705199708,0.4081148842588694,2.0772885399472245e-23,2.0104224022141826,1.3300294359471732,1,0.2857142857142857,21,6,Mutated Pathway
CMF-31575,EGF_RECEPTOR_SIGNALING_PATHWAY_up_SOX15_up_1355,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,SOX15,1355,ENSG00000138798,ENSG00000129194,1,1.854080700721908,0.3566725344628204,6.970169558178879e-18,2.053507656606645,1.3699260462746277,0.6666666666666666,0.1428571428571428,14,3,Mutated Pathway
CMF-31580,EGF_RECEPTOR_SIGNALING_PATHWAY_dn_TEF_dn_2660,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,TEF,2660,ENSG00000138798,ENSG00000167074,-1,3.5383737221983904,-0.3088105830629313,1.4243048031651916e-13,3.207968281949742,2.7608657899181126,1,0.4,15,6,Mutated Pathway
CMF-31583,EGF_RECEPTOR_SIGNALING_PATHWAY_dn_TEF_dn_2656,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,TEF,2656,ENSG00000138798,ENSG00000167074,-1,3.5383737221983904,-0.2692209335724203,1.4883099319896094e-10,2.6331613851683806,2.0147218113309173,1,0.4,15,6,Mutated Pathway
CMF-31585,EGF_RECEPTOR_SIGNALING_PATHWAY_dn_TEF_dn_2659,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,TEF,2659,ENSG00000138798,ENSG00000167074,-1,3.5383737221983904,-0.2144542041734928,4.023134545220901e-7,2.638828129888346,2.0218154654488343,1,0.4,15,6,Mutated Pathway
CMF-31586,EGF_RECEPTOR_SIGNALING_PATHWAY_up_SP3_up_3423,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,SP3,3423,ENSG00000138798,ENSG00000172845,1,2.0281150083362527,0.1683781132880608,7.465384946965379e-5,2.346953601044829,1.684285686475791,1,0.25,12,3,Mutated Pathway
CMF-31591,EGF_RECEPTOR_SIGNALING_PATHWAY_up_MAX_up_3491,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,MAX,3491,ENSG00000138798,ENSG00000125952,1,1.426176824282572,0.351577607346507,2.1802183359812882e-17,2.044407279561682,1.3645903354825124,1,0.2777777777777778,18,5,Mutated Pathway
CMF-31593,EGF_RECEPTOR_SIGNALING_PATHWAY_up_MAX_up_3501,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,MAX,3501,ENSG00000138798,ENSG00000125952,1,1.426176824282572,0.3639087295554118,1.3313797382120963e-18,2.462798032861686,1.8146523302289683,1,0.2777777777777778,18,5,Mutated Pathway
CMF-31595,EGF_RECEPTOR_SIGNALING_PATHWAY_up_MZF1_up_1013,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,MZF1,1013,ENSG00000138798,ENSG00000099326,1,2.331819075207867,0.2269687177994022,7.816035144319663e-8,2.3436240546824214,1.6781155279494613,1,0.125,16,2,Mutated Pathway
CMF-31596,EGF_RECEPTOR_SIGNALING_PATHWAY_up_SF1_up_2411,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,SF1,2411,ENSG00000138798,ENSG00000168066,1,1.838681326180837,0.1093962251410747,0.0103847416805336,2.2782005081539296,1.6045954930175796,1,0.1666666666666666,6,1,Mutated Pathway
CMF-31597,EGF_RECEPTOR_SIGNALING_PATHWAY_dn_POU6F2_dn_2616,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,POU6F2,2616,ENSG00000138798,ENSG00000106536,-1,1.3456049372431271,-0.2385007786487166,1.5842808667182392e-8,2.6298111624802933,2.00721485872184,1,0.25,12,3,Mutated Pathway
CMF-31601,EGF_RECEPTOR_SIGNALING_PATHWAY_dn_HNF1A_dn_1790,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,HNF1A,1790,ENSG00000138798,ENSG00000135100,-1,1.4509662601887654,-0.1089929098617695,0.0106725026360105,2.31289906418593,1.6466651171003628,1,0.1666666666666666,18,3,Mutated Pathway
CMF-31604,EGF_RECEPTOR_SIGNALING_PATHWAY_up_MEIS1_up_3281,EGF_RECEPTOR_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,EGF_RECEPTOR_SIGNALING_PATHWAY,NA,MEIS1,3281,ENSG00000138798,ENSG00000143995,1,1.3354836193393602,0.3102047953464811,1.0928255191385608e-13,2.357459303391522,1.6951872919065702,1,0.4,5,2,Mutated Pathway
CMF-31619,CDC42_SIGNALING_EVENTS_up_STAT5B_up_1546,CDC42_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CDC42_SIGNALING_EVENTS,NA,STAT5B,1546,ENSG00000070831,ENSG00000173757,1,1.6948652773271713,0.3334209151935545,1.0754817973793922e-15,2.103948384296736,1.3974757336340706,1,0.1111111111111111,9,1,Mutated Pathway
CMF-31620,CDC42_SIGNALING_EVENTS_up_KLF4_up_2120,CDC42_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CDC42_SIGNALING_EVENTS,NA,KLF4,2120,ENSG00000070831,ENSG00000136826,1,1.697972012397364,0.3135864164055618,5.714192364183687e-14,2.0459063953722203,1.3396833435683864,1,0.1,10,1,Mutated Pathway
CMF-31624,PDGFR_BETA_SIGNALING_PATHWAY_up_IRF2_up_413,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,IRF2,413,NA,ENSG00000168310,1,1.5035486200201955,0.5062217087748674,5.301978570420942e-37,2.1252489617334587,1.4512336946536109,1,0.24,25,6,Mutated Pathway
CMF-31625,PDGFR_BETA_SIGNALING_PATHWAY_up_IRF2_up_424,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,IRF2,424,NA,ENSG00000168310,1,1.5035486200201955,0.6305761837478454,4.321443278227655e-62,2.114285585267592,1.4401287695650715,1,0.24,25,6,Mutated Pathway
CMF-31631,PDGFR_BETA_SIGNALING_PATHWAY_up_NFKB1_up_302,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,NFKB1,302,NA,ENSG00000109320,1,1.851469795848977,0.1982280378569469,2.921167359685485e-6,1.995560857507582,1.318994869534462,1,0.2,25,5,Mutated Pathway
CMF-31634,PDGFR_BETA_SIGNALING_PATHWAY_up_NFKB1_up_290,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,NFKB1,290,NA,ENSG00000109320,1,1.851469795848977,0.5780566007894071,3.560151717202659e-50,2.089062462431346,1.4133704471070894,1,0.2,25,5,Mutated Pathway
CMF-31637,PDGFR_BETA_SIGNALING_PATHWAY_up_ESRRA_up_1968,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,ESRRA,1968,NA,ENSG00000173153,1,1.9194874945388063,0.2560172619814571,1.193139103552427e-9,2.2527707531057755,1.5878883246389142,1,0.2631578947368421,19,5,Mutated Pathway
CMF-31641,PDGFR_BETA_SIGNALING_PATHWAY_up_LEF1_up_1412,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,LEF1,1412,NA,ENSG00000138795,1,1.3944458259549704,0.4779310123053089,1.277745479584325e-32,2.8775809288133165,2.334461924463435,1,0.2777777777777778,18,5,Mutated Pathway
CMF-31646,PDGFR_BETA_SIGNALING_PATHWAY_up_MAF_up_173,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,MAF,173,NA,ENSG00000178573,1,1.6258341211237908,0.6170707731176914,8.239666989494836e-59,2.140931191212628,1.4676331109311656,1,0.1578947368421052,19,3,Mutated Pathway
CMF-31649,PDGFR_BETA_SIGNALING_PATHWAY_up_NR3C1_up_2043,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,NR3C1,2043,NA,ENSG00000113580,1,1.4029790622090532,0.2244045922377523,1.1020511755879445e-7,2.6300197991527865,2.019381031727353,1,0.0476190476190476,21,1,Mutated Pathway
CMF-31652,PDGFR_BETA_SIGNALING_PATHWAY_up_EGR1_up_1006,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,EGR1,1006,NA,ENSG00000120738,1,1.6234801737444309,0.4048415479927317,4.998877642734551e-23,2.5265435074928297,1.8956824716946727,1,0.2,20,4,Mutated Pathway
CMF-31653,PDGFR_BETA_SIGNALING_PATHWAY_up_EGR1_up_998,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,EGR1,998,NA,ENSG00000120738,1,1.6234801737444309,0.4058586229368192,3.809124747010084e-23,2.1092687288989245,1.4344148692145875,1,0.2,20,4,Mutated Pathway
CMF-31667,PDGFR_BETA_SIGNALING_PATHWAY_up_STAT5A_up_2950,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,STAT5A,2950,NA,ENSG00000126561,1,1.4626890752754884,0.373704675066504,1.3227228291549273e-19,2.648225012315404,2.045053091121073,1,0.2857142857142857,21,6,Mutated Pathway
CMF-31668,PDGFR_BETA_SIGNALING_PATHWAY_up_STAT5A_up_2940,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,STAT5A,2940,NA,ENSG00000126561,1,1.4626890752754884,0.5569341388555225,5.7705157060300484e-46,2.002600456685279,1.3263535691660258,1,0.2857142857142857,21,6,Mutated Pathway
CMF-31671,PDGFR_BETA_SIGNALING_PATHWAY_dn_EMX1_dn_3049,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,EMX1,3049,NA,ENSG00000135638,-1,1.8728678969031889,-0.1893966686272492,8.044211565590589e-6,2.131012445589938,1.4595500336277545,1,0.2857142857142857,14,4,Mutated Pathway
CMF-31679,PDGFR_BETA_SIGNALING_PATHWAY_up_STAT5B_up_1544,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,STAT5B,1544,NA,ENSG00000173757,1,2.2912544281918765,0.3095310289441794,1.242301488056027e-13,2.7970898176982453,2.23115077000748,1,0.2222222222222222,9,2,Mutated Pathway
CMF-31680,PDGFR_BETA_SIGNALING_PATHWAY_up_STAT5B_up_1546,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,STAT5B,1546,NA,ENSG00000173757,1,2.2912544281918765,0.3334209151935545,1.0754817973793922e-15,2.9441252051715447,2.42234545748753,1,0.2222222222222222,9,2,Mutated Pathway
CMF-31692,PDGFR_BETA_SIGNALING_PATHWAY_up_CEBPG_up_1047,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,CEBPG,1047,NA,ENSG00000153879,1,1.3328655479370095,0.3328704431881464,1.2056275165457837e-15,2.120040823563188,1.44556288694727,1,0.3043478260869565,23,7,Mutated Pathway
CMF-31694,PDGFR_BETA_SIGNALING_PATHWAY_dn_TEF_dn_2659,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,TEF,2659,NA,ENSG00000167074,-1,2.19833461698328,-0.2144542041734928,4.023134545220901e-7,2.037041883776938,1.3608065847658244,1,0.1333333333333333,15,2,Mutated Pathway
CMF-31700,PDGFR_BETA_SIGNALING_PATHWAY_up_IRF8_up_403,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,IRF8,403,NA,ENSG00000140968,1,1.6757560215907004,0.5177106888466007,6.675741630067183e-39,2.510516458456513,1.882668103660574,1,0.2222222222222222,18,4,Mutated Pathway
CMF-31701,PDGFR_BETA_SIGNALING_PATHWAY_up_IRF8_up_395,PDGFR_BETA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_BETA_SIGNALING_PATHWAY,NA,IRF8,395,NA,ENSG00000140968,1,1.6757560215907004,0.7453727209970484,3.218545139303933e-98,2.106750573703023,1.4318601405915523,1,0.2222222222222222,18,4,Mutated Pathway
CMF-31708,THROMBOXANE_A2_RECEPTOR_SIGNALING_dn_STAT4_dn_1156,THROMBOXANE_A2_RECEPTOR_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,THROMBOXANE_A2_RECEPTOR_SIGNALING,NA,STAT4,1156,NA,ENSG00000138378,-1,2.5472119633469656,-0.3763678976204836,6.963923329441461e-20,2.178492163252957,1.48801203680888,1,0.125,16,2,Mutated Pathway
CMF-31720,THROMBOXANE_A2_RECEPTOR_SIGNALING_dn_TEF_dn_2660,THROMBOXANE_A2_RECEPTOR_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,THROMBOXANE_A2_RECEPTOR_SIGNALING,NA,TEF,2660,NA,ENSG00000167074,-1,4.267671525219604,-0.3088105830629313,1.4243048031651916e-13,2.839148462065698,2.239072324316784,1,0.1333333333333333,15,2,Mutated Pathway
CMF-31723,THROMBOXANE_A2_RECEPTOR_SIGNALING_up_MSX1_up_2817,THROMBOXANE_A2_RECEPTOR_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,THROMBOXANE_A2_RECEPTOR_SIGNALING,NA,MSX1,2817,NA,ENSG00000163132,1,1.5089525226560287,0.372447623520682,1.7868276290586062e-19,2.023484975279457,1.334698149912474,1,0.25,12,3,Mutated Pathway
CMF-31725,THROMBOXANE_A2_RECEPTOR_SIGNALING_up_MSX1_up_2824,THROMBOXANE_A2_RECEPTOR_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,THROMBOXANE_A2_RECEPTOR_SIGNALING,NA,MSX1,2824,NA,ENSG00000163132,1,1.5089525226560287,0.3163350271700036,3.3527954346556585e-14,2.2891964978151496,1.610688816935742,1,0.25,12,3,Mutated Pathway
CMF-31736,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS_up_STAT5A_up_2950,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS,NA,STAT5A,2950,NA,ENSG00000126561,1,1.569222802056358,0.373704675066504,1.3227228291549273e-19,2.388570222159886,1.6641188240891889,1,0.1904761904761904,21,4,Mutated Pathway
CMF-31737,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS_up_STAT5A_up_2940,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS,NA,STAT5A,2940,NA,ENSG00000126561,1,1.569222802056358,0.5569341388555225,5.7705157060300484e-46,2.107220365594908,1.3808252439964683,1,0.1904761904761904,21,4,Mutated Pathway
CMF-31740,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS_up_STAT5B_up_1544,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS,NA,STAT5B,1544,NA,ENSG00000173757,1,2.501539956308604,0.3095310289441794,1.242301488056027e-13,2.02127378988806,1.3013920698000316,1,0.3333333333333333,9,3,Mutated Pathway
CMF-31741,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS_up_STAT5B_up_1546,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,PAR1_MEDIATED_THROMBIN_SIGNALING_EVENTS,NA,STAT5B,1546,NA,ENSG00000173757,1,2.501539956308604,0.3334209151935545,1.0754817973793922e-15,2.4740087446927843,1.7524296936910582,1,0.3333333333333333,9,3,Mutated Pathway
CMF-31747,PDGFR_ALPHA_SIGNALING_PATHWAY_up_IRF7_up_2491,PDGFR_ALPHA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_ALPHA_SIGNALING_PATHWAY,NA,IRF7,2491,NA,ENSG00000276561,1,1.606065693489718,0.6558381873723599,1.105099255488358e-68,2.234371354180867,1.5157534811651432,1,0.1428571428571428,21,3,Mutated Pathway
CMF-31748,PDGFR_ALPHA_SIGNALING_PATHWAY_up_IRF7_up_2482,PDGFR_ALPHA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_ALPHA_SIGNALING_PATHWAY,NA,IRF7,2482,NA,ENSG00000276561,1,1.606065693489718,0.5774701857693073,4.704364718951399e-50,3.04939320765937,2.416171071591556,1,0.1428571428571428,21,3,Mutated Pathway
CMF-31749,PDGFR_ALPHA_SIGNALING_PATHWAY_up_IRF7_up_2495,PDGFR_ALPHA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_ALPHA_SIGNALING_PATHWAY,NA,IRF7,2495,NA,ENSG00000276561,1,1.606065693489718,0.6660875435518155,1.5269857603959316e-71,2.253399274847556,1.530329846933702,1,0.1428571428571428,21,3,Mutated Pathway
